Date,AADI.JK,ADMR.JK,ADRO.JK,AKRA.JK,AMMN.JK,AMRT.JK,ANTM.JK,ASII.JK,BBCA.JK,BBNI.JK,BBRI.JK,BBTN.JK,BMRI.JK,BRPT.JK,BUMI.JK,CPIN.JK,CUAN.JK,DEWA.JK,EMTK.JK,ESSA.JK,EXCL.JK,GOTO.JK,HRTA.JK,ICBP.JK,INCO.JK,INDF.JK,INKP.JK,ISAT.JK,ITMG.JK,JPFA.JK,KLBF.JK,MAPI.JK,MBMA.JK,MDKA.JK,MEDC.JK,PGAS.JK,PGEO.JK,PTBA.JK,SCMA.JK,SMGR.JK,TLKM.JK,TOWR.JK,UNTR.JK,UNVR.JK,WIFI.JK
2021-04-16,,,353.0187683105469,437.6444091796875,,915.4152221679688,1986.1295166015625,3501.84912109375,5376.67236328125,2257.657958984375,2806.607177734375,1212.8939208984375,2226.401123046875,959.769287109375,61.0,7095.84814453125,,50.0,2350.5732421875,364.899658203125,1694.8350830078125,,169.247314453125,8018.88134765625,4190.3076171875,5491.6689453125,9594.5693359375,1279.2198486328125,5267.49267578125,1734.44287109375,1349.6014404296875,780.2860717773438,,2370.7109375,483.7325744628906,806.7398681640625,,1094.31103515625,263.54498291015625,9373.505859375,2586.94921875,992.05126953125,12668.173828125,5126.7333984375,764.4059448242188
2021-04-19,,,353.0187683105469,441.8391418457031,,877.4705810546875,1944.57861328125,3468.498046875,5372.388671875,2229.2001953125,2832.474609375,1266.6298828125,2199.896484375,935.1598510742188,61.0,6958.06494140625,,50.0,2258.39404296875,357.4905090332031,1711.6990966796875,,177.54373168945312,8018.88134765625,4151.7763671875,5532.65185546875,9014.5439453125,1254.713623046875,5565.6533203125,1742.2906494140625,1349.6014404296875,799.9158935546875,,2321.930908203125,475.3197937011719,817.0386962890625,,1112.7027587890625,256.4857482910156,9175.474609375,2571.55029296875,961.4595336914062,12739.908203125,5106.46923828125,749.5149536132812
2021-04-20,,,353.0187683105469,439.0426025390625,,863.2412719726562,1952.888671875,3535.199951171875,5342.3994140625,2248.172119140625,2787.20654296875,1243.6002197265625,2191.0615234375,949.9255981445312,62.0,7003.99267578125,,50.0,2249.17578125,355.63824462890625,1711.6990966796875,,172.5658721923828,7974.08154296875,4113.24462890625,5532.65185546875,9207.8857421875,1259.61474609375,5411.0517578125,1750.138916015625,1349.6014404296875,785.1934814453125,,2224.37060546875,479.5260925292969,823.9046630859375,,1112.7027587890625,250.99525451660156,9285.4931640625,2556.15185546875,961.4595336914062,12899.9833984375,5045.67822265625,754.4786376953125
2021-04-21,,,351.52923583984375,436.24609375,,872.7274169921875,1969.509033203125,3485.174072265625,5282.419921875,2191.256591796875,2735.4716796875,1235.923583984375,2164.556884765625,925.3161010742188,62.0,6912.13720703125,,50.0,2203.08642578125,357.4905090332031,1703.2672119140625,,170.90658569335938,7884.48583984375,4007.282958984375,5553.14306640625,9135.3828125,1274.318603515625,5366.87890625,1734.44287109375,1349.6014404296875,775.3786010742188,,2224.37060546875,466.9070129394531,858.23388671875,,1098.908935546875,245.50469970703125,9197.478515625,2525.35498046875,961.4595336914062,13178.5068359375,4944.35888671875,759.4422607421875
2021-04-22,,,348.55023193359375,434.847900390625,,901.18603515625,1952.888671875,3635.253173828125,5325.26220703125,2153.3125,2716.0712890625,1305.012451171875,2164.556884765625,910.5503540039062,65.0,6866.20947265625,,50.0,2203.08642578125,372.3087463378906,1736.9951171875,,169.247314453125,7839.68701171875,4036.181396484375,5471.177734375,8990.3759765625,1269.417236328125,5333.75048828125,1679.5054931640625,1345.0877685546875,790.1008911132812,,2224.37060546875,479.5260925292969,837.6362915039062,,1085.1151123046875,238.44544982910156,9087.4609375,2563.851318359375,961.4595336914062,12636.119140625,4964.62353515625,749.5149536132812
2021-04-23,,,357.4873962402344,454.4231262207031,,910.6721801757812,1927.9583740234375,3751.980712890625,5475.208984375,2191.256591796875,2748.405517578125,1251.2767333984375,2173.391845703125,915.4722290039062,65.0,6958.06494140625,,50.0,2166.21484375,361.195068359375,1720.1309814453125,,169.247314453125,7951.68310546875,3997.64990234375,5532.65185546875,8869.5380859375,1269.417236328125,5333.75048828125,1703.0499267578125,1354.1151123046875,814.6382446289062,,2214.61474609375,508.97076416015625,844.5020751953125,,1098.908935546875,239.22984313964844,9153.47265625,2548.45263671875,974.5702514648438,12665.4365234375,4924.09619140625,739.5875854492188
2021-04-26,,,360.46649169921875,450.2284240722656,,896.4429321289062,1986.1295166015625,3751.980712890625,5385.2412109375,2172.28466796875,2677.2705078125,1209.0556640625,2111.54736328125,895.78466796875,64.0,6751.3896484375,,50.0,2120.125,364.899658203125,1711.6990966796875,,167.5880126953125,7794.8896484375,4151.7763671875,5471.177734375,8893.7060546875,1284.12109375,5234.36376953125,1623.094482421875,1340.5738525390625,795.0083618164062,,2282.90673828125,504.76434326171875,827.3374633789062,,1098.908935546875,242.3672637939453,9263.48828125,2502.257080078125,961.4595336914062,12636.119140625,4964.62353515625,719.7328491210938
2021-04-27,,,360.46649169921875,446.03375244140625,,872.7274169921875,1986.1295166015625,3685.279296875,5488.0625,2238.686279296875,2696.670654296875,1216.732177734375,2138.05224609375,940.0817260742188,62.0,6292.11181640625,,50.0,2000.2919921875,361.195068359375,1703.2672119140625,,167.5880126953125,7705.2919921875,4171.04248046875,5348.22998046875,8990.3759765625,1264.5159912109375,5201.23486328125,1511.156982421875,1331.5465087890625,775.3786010742188,,2380.466796875,492.1452941894531,823.9046630859375,,1098.908935546875,232.17059326171875,9065.45703125,2432.9638671875,965.8297729492188,12665.4365234375,4883.56787109375,719.7328491210938
2021-04-28,,,361.95599365234375,440.44091796875,,877.4705810546875,2019.3697509765625,3568.55078125,5415.23095703125,2210.228271484375,2670.803466796875,1216.732177734375,2191.0615234375,959.769287109375,61.0,6475.82275390625,,50.0,2055.599609375,359.3428039550781,1728.5631103515625,,165.92872619628906,7682.8935546875,4315.53564453125,5471.177734375,8990.3759765625,1279.2198486328125,5256.44970703125,1655.07666015625,1327.0328369140625,765.563720703125,,2370.7109375,517.3834838867188,865.0997314453125,,1103.5069580078125,232.17059326171875,9263.48828125,2417.565185546875,965.8297729492188,12562.82421875,4924.09619140625,774.3333129882812
2021-04-29,,,373.87225341796875,453.02490234375,,877.4705810546875,2085.851318359375,3618.577392578125,5492.34619140625,2229.2001953125,2690.204345703125,1239.7618408203125,2199.896484375,969.6131591796875,62.0,6338.0390625,,50.0,2101.68896484375,357.4905090332031,1762.291259765625,,165.92872619628906,7727.6923828125,4479.29443359375,5348.22998046875,9014.5439453125,1284.12109375,5300.62158203125,1579.1190185546875,1327.0328369140625,785.1934814453125,,2497.5390625,521.58984375,844.5020751953125,,1112.7027587890625,243.15158081054688,9285.4931640625,2463.760498046875,987.6812133789062,12533.5068359375,4903.83154296875,769.36962890625
2021-04-30,,,370.8931884765625,457.2195739746094,,901.18603515625,2069.23095703125,3668.603759765625,5488.0625,2162.79833984375,2619.0693359375,1220.570556640625,2182.226806640625,984.3787841796875,63.0,6475.82275390625,,50.0,2064.8173828125,355.63824462890625,1762.291259765625,,167.5880126953125,7794.8896484375,4440.7626953125,5348.22998046875,8797.0341796875,1289.0223388671875,5245.40673828125,1687.0587158203125,1299.95068359375,785.1934814453125,,2556.0751953125,563.6534423828125,841.0692138671875,,1089.713134765625,247.07342529296875,9175.474609375,2463.760498046875,996.421630859375,12416.234375,4863.3046875,774.3333129882812
2021-05-03,,,369.4036560058594,457.2195739746094,,886.9567260742188,2094.161376953125,3676.736572265625,5475.208984375,2115.368896484375,2593.201416015625,1232.0853271484375,2138.05224609375,949.9255981445312,67.0,6429.89501953125,,50.0,2055.599609375,335.2631530761719,1736.9951171875,,165.0990753173828,7660.4951171875,4402.2314453125,5307.24755859375,8772.8681640625,1230.20751953125,5245.40673828125,1655.07666015625,1295.436767578125,785.1934814453125,,2429.2470703125,576.2725830078125,854.8009643554688,,1048.33154296875,246.28904724121094,8955.4404296875,2440.6630859375,978.9405517578125,12284.302734375,4782.24853515625,769.36962890625
2021-05-04,,,372.3826599121094,454.4231262207031,,886.9567260742188,2177.263427734375,3727.56689453125,5483.77783203125,2134.3408203125,2625.535888671875,1228.2470703125,2155.721923828125,984.3787841796875,65.0,6269.1474609375,,50.0,2046.38134765625,326.001708984375,1738.4510498046875,,165.0990753173828,7638.095703125,4700.85107421875,5389.21240234375,8797.0341796875,1215.50390625,5344.79345703125,1623.094482421875,1327.0328369140625,765.563720703125,,2497.5390625,593.09814453125,847.93505859375,,1057.527587890625,239.22984313964844,8845.421875,2471.4599609375,974.5702514648438,12650.779296875,4660.6669921875,809.0790405273438
2021-05-05,,,375.93121337890625,467.0072326660156,,886.9567260742188,2185.5732421875,3744.5107421875,5505.1982421875,2153.3125,2644.936279296875,1262.7916259765625,2138.05224609375,959.769287109375,63.0,6200.255859375,,50.0,2046.38134765625,327.85400390625,1764.1424560546875,,165.0990753173828,7638.095703125,4787.54736328125,5327.73828125,9304.556640625,1235.108642578125,5300.62158203125,1615.0989990234375,1304.4642333984375,785.1934814453125,,2487.782958984375,584.6853637695312,858.23388671875,,1052.9295654296875,240.79852294921875,8933.435546875,2463.760498046875,983.3108520507812,13002.595703125,4680.9296875,809.0790405273438
2021-05-06,,,372.78533935546875,471.20184326171875,,891.6998291015625,2177.263427734375,3676.736572265625,5505.1982421875,2162.79833984375,2657.86962890625,1251.2767333984375,2146.886962890625,930.2379150390625,64.0,6085.4365234375,,50.0,2092.47119140625,318.59259033203125,1738.4510498046875,,165.0990753173828,7615.69580078125,4777.9140625,5368.720703125,9280.388671875,1230.20751953125,5355.83740234375,1647.0811767578125,1318.00537109375,775.3786010742188,,2536.56298828125,563.6534423828125,861.6668701171875,,1052.9295654296875,236.8767547607422,8823.4189453125,2456.0615234375,1022.643310546875,12782.7109375,4498.5556640625,833.8973999023438
2021-05-07,,,372.78533935546875,453.02490234375,,886.9567260742188,2177.263427734375,3608.96240234375,5483.77783203125,2124.85498046875,2619.0693359375,1239.7618408203125,2102.71240234375,915.4722290039062,63.0,6062.47216796875,,50.0,2083.25341796875,313.0357360839844,1738.4510498046875,,174.2251739501953,7570.8984375,4912.7744140625,5327.73828125,8942.0419921875,1215.50390625,5377.9228515625,1671.0677490234375,1318.00537109375,741.0263671875,,2595.09912109375,580.47900390625,844.5020751953125,,1048.33154296875,232.17059326171875,8625.3857421875,2456.0615234375,996.421630859375,12753.3935546875,4478.2919921875,908.3525390625
2021-05-10,,,375.93121337890625,460.01605224609375,,867.984375,2227.1240234375,3642.849853515625,5500.9140625,2115.368896484375,2619.0693359375,1258.9532470703125,2111.54736328125,910.5503540039062,62.0,6062.47216796875,,50.0,2083.25341796875,314.8880310058594,1738.4510498046875,,169.247314453125,7705.2919921875,5322.67578125,5389.21240234375,9763.7421875,1200.80029296875,5455.22314453125,1671.0677490234375,1327.0328369140625,745.933837890625,,2702.415283203125,605.71728515625,851.3680419921875,,1048.33154296875,229.81748962402344,8757.4072265625,2440.6630859375,1044.494384765625,12753.3935546875,4620.138671875,977.843994140625
2021-05-11,,,375.93121337890625,460.7314147949219,,858.4982299804688,2218.81396484375,3541.188232421875,5552.3251953125,2096.396728515625,2580.267578125,1251.2767333984375,2085.042724609375,910.5503540039062,63.0,6131.36376953125,,50.0,2000.2919921875,309.3311462402344,1729.88720703125,,167.5880126953125,7638.095703125,5395.5888671875,5389.21240234375,9763.7421875,1190.997802734375,5687.12548828125,1607.103515625,1304.4642333984375,755.7487182617188,,2643.879150390625,605.71728515625,834.203369140625,,1048.33154296875,225.89569091796875,8735.404296875,2448.3623046875,1035.7540283203125,12577.482421875,4559.34814453125,992.7349853515625
